Series#;Series_description;TSC_serie;TSC_description_serie;Sub;Points of focus
P6;Privacy Criteria Related to Disclosure and Notification ;P6.4;The entity obtains privacy commitments from vendors and other third parties who have access to personal information to meet the entity’s objectives related to privacy. The entity assesses those parties’ compliance on a periodic and as-needed basis and takes corrective action, if necessary. ;P6.4.2;Remediates Misuse of Personal Information by a Third Party —The entity takes remedial action in response to misuse of personal information by a third party to whom the entity has transferred such information.
P6;Privacy Criteria Related to Disclosure and Notification ;P6.5;The entity obtains commitments from vendors and other third parties with access to personal information to notify the entity in the event of actual or suspected unauthorized disclosures of personal information. Such notifications are reported to appropriate personnel and acted on in accordance with established incident response procedures to meet the entity’s objectives related to privacy.;P6.5.1;Remediates Misuse of Personal Information by a Third Party—The entity takes remedial action in response to misuse of personal information by a third party to whom the entity has transferred such information.
P6;Privacy Criteria Related to Disclosure and Notification ;P6.5;The entity obtains commitments from vendors and other third parties with access to personal information to notify the entity in the event of actual or suspected unauthorized disclosures of personal information. Such notifications are reported to appropriate personnel and acted on in accordance with established incident response procedures to meet the entity’s objectives related to privacy.;P6.5.2;Reports Actual or Suspected Unauthorized Disclosures—A process exists for obtaining commitments from vendors and other third parties to report to the entity actual or suspected unauthorized disclosures of personal information.
P6;Privacy Criteria Related to Disclosure and Notification ;P6.6;The entity provides notification of breaches and incidents to affected data subjects, regulators, and others to meet the entity’s objectives related to privacy.;P6.6.1;Remediates Misuse of Personal Information by a Third Party—The entity takes remedial action in response to misuse of personal information by a third party to whom the entity has transferred such information.
P6;Privacy Criteria Related to Disclosure and Notification ;P6.6;The entity provides notification of breaches and incidents to affected data subjects, regulators, and others to meet the entity’s objectives related to privacy.;P6.6.2;Provides Notice of Breaches and Incidents—The entity has a process for providing notice of breaches and incidents to affected data subjects, regulators, and others to meet the entity’s objectives related to privacy.  
P6;Privacy Criteria Related to Disclosure and Notification ;P6.7;The entity provides data subjects with an accounting of the personal information held and disclosure of the data subjects’ personal information, upon the data subjects’ request, to meet the entity’s objectives related to privacy.;P6.7.1;Identifies Types of Personal Information and Handling Process—The types of personal information and sensitive personal information and the related processes, systems, and third parties involved in the handling of such information are identified.
P6;Privacy Criteria Related to Disclosure and Notification ;P6.7;The entity provides data subjects with an accounting of the personal information held and disclosure of the data subjects’ personal information, upon the data subjects’ request, to meet the entity’s objectives related to privacy.;P6.7.2;Captures, Identifies, and Communicates Requests for Information—Requests for an accounting of personal information held and disclosures of the data subjects’ personal information are captured, and information related to the requests is identified and communicated to data subjects to meet the entity’s objectives related to privacy.
P7;Privacy Criteria Related to Quality ;P7.1;The entity collects and maintains accurate, up-to-date, complete, and relevant personal information to meet the entity’s objectives related to privacy. ;P7.1.1;Ensures Accuracy and Completeness of Personal Information—Personal information is accurate and complete for the purposes for which it is to be used.
P7;Privacy Criteria Related to Quality ;P7.1;The entity collects and maintains accurate, up-to-date, complete, and relevant personal information to meet the entity’s objectives related to privacy. ;P7.1.2;Ensures Relevance of Personal Information—Personal information is relevant to the purposes for which it is to be used.
P8;Privacy Criteria Related to Monitoring and Enforcement ;P8.1;The entity implements a process for receiving, addressing, resolving, and communicating the resolution of inquiries, complaints, and disputes from data subjects and others and periodically monitors compliance to meet the entity’s objectives related to privacy. Corrections and other necessary actions related to identified deficiencies are made or taken in a timely manner. ;P8.1.1;Communicates to Data Subjects—Data subjects are informed about how to contact the entity with inquiries, complaints, and disputes.
P8;Privacy Criteria Related to Monitoring and Enforcement ;P8.1;The entity implements a process for receiving, addressing, resolving, and communicating the resolution of inquiries, complaints, and disputes from data subjects and others and periodically monitors compliance to meet the entity’s objectives related to privacy. Corrections and other necessary actions related to identified deficiencies are made or taken in a timely manner. ;P8.1.2;Addresses Inquiries, Complaints, and Disputes—A process is in place to address inquiries, complaints, and disputes.
P8;Privacy Criteria Related to Monitoring and Enforcement ;P8.1;The entity implements a process for receiving, addressing, resolving, and communicating the resolution of inquiries, complaints, and disputes from data subjects and others and periodically monitors compliance to meet the entity’s objectives related to privacy. Corrections and other necessary actions related to identified deficiencies are made or taken in a timely manner. ;P8.1.3;Documents and Communicates Dispute Resolution and Recourse—Each complaint is addressed, and the resolution is documented and communicated to the individual.
P8;Privacy Criteria Related to Monitoring and Enforcement ;P8.1;The entity implements a process for receiving, addressing, resolving, and communicating the resolution of inquiries, complaints, and disputes from data subjects and others and periodically monitors compliance to meet the entity’s objectives related to privacy. Corrections and other necessary actions related to identified deficiencies are made or taken in a timely manner. ;P8.1.4;Documents and Reports Compliance Review Results—Compliance with objectives related to privacy are reviewed and documented, and the results of such reviews are reported to management. If problems are identified, remediation plans are developed and implemented.
P8;Privacy Criteria Related to Monitoring and Enforcement ;P8.1;The entity implements a process for receiving, addressing, resolving, and communicating the resolution of inquiries, complaints, and disputes from data subjects and others and periodically monitors compliance to meet the entity’s objectives related to privacy. Corrections and other necessary actions related to identified deficiencies are made or taken in a timely manner. ;P8.1.5;Documents and Reports Instances of Noncompliance—Instances of noncompliance with objectives related to privacy are documented and reported and, if needed, corrective and disciplinary measures are taken on a timely basis.
P8;Privacy Criteria Related to Monitoring and Enforcement ;P8.1;The entity implements a process for receiving, addressing, resolving, and communicating the resolution of inquiries, complaints, and disputes from data subjects and others and periodically monitors compliance to meet the entity’s objectives related to privacy. Corrections and other necessary actions related to identified deficiencies are made or taken in a timely manner. ;P8.1.6;Performs Ongoing Monitoring—Ongoing procedures are performed for monitoring the effectiveness of controls over personal information and for taking timely corrective actions when necessary.
